Body type,Make,Model,Build Year,Generation,Power (in KW),Cylinder capacity,Odometer (km),Fuel,Gearbox,Seats,Upholstery,Doors,Car data from VIN,Minimum bid,Reserve Price,Buy it NOW,PRICE,SEK,Auction ends in,Time,Date,Auction end time,Auto1.com link,AUTO24 Price,Potential,Equipment from auto24,Displacement on auto24.ee listing,Body type on auto24.ee,Age of auto24.ee listing,Auto24.ee link,Auto24 search,page
commercial,Mercedes-Benz,Sprinter 316 CDI,2019,2019 - None,120,"2,143",280965,diesel,manual,7,Cloth,4,"Fixed,
Sitze im Fahrerhaus: Fahrersitz heizbar,
Freisprecheinrichtung Bluetooth,
Airbag Fahrerseite,
Airbag Beifahrerseite,
Navigationssystem für Multimediasystem MBUX,
Klimaanlage geregelt (Tempmatik),
Partikelfilter,
In navigation system,
Wegfahrsperre,
Fensterheber elektrisch 2-fach,
Elektron. Stabilitäts-Programm (ESP),
Anti-Blockier-System (ABS)",17300,15447,0,17300,,23:15:11,18:31,12/10/2023,17:46 13/10/2023,https://www.auto1.com/en/app/merchant/car/JN06826,0,-17300,,,,,,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=12&bw=1394&f1=2019&f2=None&i[]=1&h[]=2&m[0]=4&d1=7&d2=7,1
van,Citroen,Berlingo 1.5 Blue-HDi,2019,2019 - None,75,"1,499",88654,diesel,manual,5,Cloth,5,"Dispositivo manos libres Bluetooth,
Airbag acompañante,
Airbag acompañante Desconectable,
Airbag conductor/acompañante,
Airbag lateral delante,
Sistema de airbag para la cabeza,
Sistema de airbag para la cabeza detrás,
Filtro partículas,
Aire acondicionado,
Sistema antibloqueo (ABS),
Programa electrónico de estabilidad (ESP),
Ordenador de a bordo,
Elevalunas eléctric. delante,
Elevalunas eléctric. delante izquierda,
Elevalunas eléctric. delante derecha,
Radio CD USB",14351,0,0,14351,,23:10:32,18:31,12/10/2023,17:41 13/10/2023,https://www.auto1.com/en/app/merchant/car/RS01193,11400,-2951,"ABS brakes,
airbag,
anti-theft alarm system (with interior motion sensor),
braking force regulator,
central locking,
immobilizer,
ISOFIX child seat preparation,
mountain brake,
power steering,
rain sensor,
stability control,
third brake light,
traction control,
2x power windows,
cruise control,
electrically adjustable mirrors,
tinted windows,
steering wheel adjustment (height and depth),
textile upholstery,
car stereo (original),
onboard computer,
summer tires,
adaptive lights,
fog lights,
headlight range adjustment,
special light switch-dim-dip-light,
12v power outlet,
rear window cleaner,
rear window heating,
roof railings",1.6,minivan,,https://eng.auto24.ee/vehicles/3747513,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=20&bw=134&f1=2019&f2=None&i[]=1&h[]=2&m[0]=5&d1=5&d2=5,1
suv,Hyundai,Kona electric drive 150 kW,2022,2021 - 2023,150,,41555,electro,automatic,5,Cloth,5,"Timer,
Front,
Einparkhilfe hinten,
Freisprecheinrichtung Bluetooth,
Airbag Fahrerseite,
Airbag Beifahrerseite,
Kopf-Airbag-System,
Seitenairbag vorn,
Small,
Klimaautomatik,
USB-Anschluss + AUX-IN-Anschluss,
Smartphone Schnittstelle (Apple CarPlay & Android Auto),
Bordcomputer,
Geschwindigkeits-Regelanlage (Tempomat) mit Abstandsregelung ACC,
Fensterheber elektrisch vorn,
Fensterheber elektrisch hinten,
Fensterheber elektrisch vorn, mit Auf-/Ab-Automatik,
Wegfahrsperre (elektronisch),
Anti-Blockier-System (ABS),
Elektron. Stabilitätskontrolle (ESC) mit Bremsassistent",23700,0,0,23700,,23:28:17,18:31,12/10/2023,17:59 13/10/2023,https://www.auto1.com/en/app/merchant/car/PD56167,18900,-4800,"ABS brakes,
airbag,
anti-theft alarm system,
auto-hold brakes,
braking force regulator,
central locking,
electric handbrake,
immobilizer,
ISOFIX child seat preparation,
lane change assist,
power steering,
rain sensor,
side curtain airbags,
stability control,
third brake light,
traction control,
4x power windows,
climate control,
cruise control (keep the distance to the vehicle in front),
electrically adjustable mirrors (heated mirrors, folding),
parking aid (rear),
parking camera,
tinted windows,
wireless charging,
2x seat heating,
gear change from steering wheel,
heated steering wheel,
interior mats (rubber),
leather steering wheel,
multifunctional steering wheel,
steering wheel adjustment (height and depth),
car stereo (with USB interface, original),
hands free,
screen (in front),
light alloy wheels (16),
summer tires,
tire pressure monitoring system,
fog lights,
high-beam assistant,
LED (daytime running lights, rear lights, low beam, high beam),
special light switch-dim-dip-light",1.0,hatchback,,https://eng.auto24.ee/vehicles/3942593,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=34&bw=5129&f1=2021&f2=2023&i[]=2&m[0]=5&d1=5&d2=5,1
suv,Land Rover,Range Rover Sport 3.0 TD V6,2010,2010 - None,180,"2,993",176473,diesel,automatic,5,Leather,5,"projecteurs bi-Xénon,
Siège AV G élect. réglable(s) (avec Memory),
Caméra aide au recul,
Direction assistée,
Système téléphone intégré(e) (avec option Bluetooth),
Système audio: Harman-Kardon,
Système audio et navigation avec disque dur navigation,
Système d'airbag crânien AR,
Climatisation automatique 2 zones,
filtre à particules (FAP),
Régulateur de vitesse adaptatif (ACC),
Mode de transmission Traction intégrale permanente,
Antidémarrage,
Contrôle dynamique de stabilité (ESP),
Système d'antiblocage de frein (ABS),
Lève-vitre électrique AV + AR,
Ordinateur de bord,
protection volumétrique",6761,0,0,6761,,22:45:58,18:31,12/10/2023,17:17 13/10/2023,https://www.auto1.com/en/app/merchant/car/VS19948,8800,2039,"ABS brakes,
airbag,
anti-theft alarm system,
braking force regulator,
central locking (with remote control),
electric handbrake,
front passenger airbag isolation,
immobilizer,
ISOFIX child seat preparation,
power steering (speed-proportional),
rain sensor,
stability control,
traction control,
cruise control,
electrically adjustable mirrors (folding, with memory),
electrical tailgate opening system,
keyless entry,
keyless start,
mirrors in sunshields,
parking camera,
adjustable seat height,
drawers under front seats,
electrically adjustable seats,
fine laths inside saloon (wood inlay),
front armrest,
interior mats,
leather interior,
leather steering wheel,
multifunctional steering wheel,
pockets on backside of the front seats,
rear armrest,
seat heating,
steering wheel adjustment (height and depth, electrical, with memory),
car stereo,
navigation system,
onboard computer,
speakers,
spare wheel,
summer tires,
winter tires (spike tires),
comes with the carwinter tires (spike tires),
winter tires (spike tires),
lighting pack,
Xenon headlight,
adaptive suspension",3.0,hatchback,,https://eng.auto24.ee/vehicles/3940682,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=42&bw=519&f1=2010&f2=None&i[]=2&h[]=2&m[0]=5&d1=5&d2=5&e[0]=59,1
bus,Renault,Master 2.3 dCi,2016,2016 - None,92,"2,299",96835,diesel,manual,3,Cloth,,"Fixed,
Rear,
Rear camera,
Airbag Fahrerseite,
Rußpartikelfilter,
Manual,
Audiosystem: Radio mit CD-Player (MP3-fähig) mit Bluetooth,
Bordcomputer,
Fensterheber elektrisch vorn,
Anti-Blockier-System (ABS)",6400,0,0,6400,,22:58:26,18:31,12/10/2023,17:29 13/10/2023,https://www.auto1.com/en/app/merchant/car/HK16583,8100,1700,"ABS brakes,
anti-theft alarm system,
central locking (with remote control),
immobilizer,
power steering,
third brake light,
traction control,
air conditioner,
electrically adjustable mirrors (heated mirrors),
steering wheel adjustment (height and depth),
car stereo (CD, MP3, with USB interface),
special light switch-dim-dip-light,
door on the side,
isothermal van",2.3,commercial vehicle,,https://eng.auto24.ee/vehicles/3892086,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=19&bw=201&f1=2016&f2=None&i[]=1&h[]=2&d1=3&d2=3,1
limo,Seat,Toledo 1.6,2004,2004 - None,77,"1,598",248450,petrol,manual,5,Cloth,4,Climatizador automático,675,0,846,846,,22:51:15,18:31,12/10/2023,17:22 13/10/2023,https://www.auto1.com/en/app/merchant/car/DD69466,0,-846,,,,,,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=22&bw=118&f1=2004&f2=None&i[]=1&h[]=1&m[0]=4&d1=5&d2=5,1
truck,Ford,Ranger 2.0 TDCi,2019,2019 - 2021,156,"1,996",71108,diesel,automatic,5,Part leather,4,"Anhängerkupplung,
Bi-Xenon-Scheinwerfer,
Sitzheizung vorn,
Parkpilotsystem hinten,
Sprachsteuerung und Bluetooth-Schnittstelle,
Vorrüstung Mobiltelefon/Handy mit Bluetooth-/USB-Schnittstelle,
Servolenkung elektrisch,
Airbag Beifahrerseite abschaltbar,
Airbag Fahrer-/Beifahrerseite,
Kopf-Schulter-Airbag vorn und hinten,
Seitenairbag vorn,
Knieairbag Fahrerseite,
Audio-Navigationssystem Ford SD (mit Ford SYNC),
Klimaautomatik 2-Zonen,
Rußpartikelfilter,
Sperrdifferential,
Wegfahrsperre,
Bordcomputer,
Anti-Blockier-System (ABS),
Antriebsart: Allradantrieb,
AUX-IN-Anschluss,
USB-Anschluss,
Farbdisplay (8 Zoll),
Bluetooth-Schnittstelle,
Diebstahl-Warnanlage mit Innenraumüberwachung,
Elektron. Stabilitäts-Programm (ESP),
Fensterheber elektrisch hinten,
Fensterheber elektrisch vorn",33475,33475,0,33475,,22:37:49,18:31,12/10/2023,17:09 14/10/2023,https://www.auto1.com/en/app/merchant/car/UJ02310,36500,3025,"ABS brakes,
airbag,
anti-theft alarm system,
braking force regulator,
central locking (with remote control),
collision avoidance system,
front passenger airbag isolation,
immobilizer,
ISOFIX child seat preparation,
lane assist,
mountain brake,
power steering,
rain sensor,
stability control,
2x mirrors in sunshields (enlighted),
4x power windows,
cruise control (keep the distance to the vehicle in front),
electrically adjustable mirrors (heated mirrors, folding),
engine pre-heating,
keyless entry,
keyless start,
parking aid (front, rear),
1x electrically adjustable seats,
2x seat heating,
adjustable seat height (driver's seat),
cup holders (in the front),
front armrest (with compartment),
half-leather padding,
interior mats (rubber),
leather shift lever,
leather steering wheel,
pockets on backside of the front seats,
steering wheel adjustment (height and depth),
car stereo (with USB interface),
hands free,
navigation system,
speakers,
light alloy wheels,
summer tires,
tire pressure monitoring system,
winter tires (spike tires),
comes with the carsummer tireswinter tires (spike tires),
summer tires,
winter tires (spike tires),
fog lights (front),
headlight range adjustment,
high-beam assistant,
special light switch-dim-dip-light,
Xenon headlight,
side steps,
cargo attachment hooks,
electrically heated windshield,
luggage cover,
mud flaps, front/rear,
outside temperature display,
rear window heating,
start-stop system,
tow hitch",2.0,pickup,,https://eng.auto24.ee/vehicles/3885564,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=7&bw=212&f1=2019&f2=2021&i[]=2&h[]=2&m[0]=4&d1=5&d2=5&e[0]=60,1
suv,Mitsubishi,Outlander 2.4 MIVEC,2008,2007 - 2011,125,"2,360",220514,petrol,automatic,5,Cloth,5,"Dirección asistida,
Airbag conductor/acompañante,
Climatizador automático,
Elevalunas eléctric.,
Inmovilizador,
Sistema antibloqueo (ABS),
Programa electrónico de estabilidad (ESP),
Tipo transmisión: Tracción total permanente,
Radio CD",4196,0,4520,4520,,23:13:12,18:31,12/10/2023,17:44 13/10/2023,https://www.auto1.com/en/app/merchant/car/YC12179,5499,979,"ABS brakes,
airbag,
anti-theft alarm system,
braking force regulator,
central locking (with remote control),
immobilizer,
ISOFIX child seat preparation (on rear seat),
power steering (speed-proportional),
stability control,
third brake light,
traction control,
climate control,
cruise control,
electrically adjustable mirrors,
inside illuminated doors,
mirrors in sunshields,
power windows,
spot lights,
tinted windows,
adjustable seat height,
cup holders (in the front),
fine laths inside saloon,
front armrest (with compartment),
interior mats (rubber),
leather shift lever,
leather steering wheel,
multifunctional steering wheel,
pockets on backside of the front seats,
rear armrest,
seat heating,
steering wheel adjustment (height and depth),
textile upholstery,
car stereo (CD, MP3, original),
onboard computer,
speakers,
light alloy wheels,
winter tires (spike tires),
fog lights (front, rear),
headlight range adjustment,
special light switch-dim-dip-light,
12v power outlet,
ASSYST,
cooling glove box,
luggage cover,
outside temperature display,
rear window cleaner,
rear window heating,
roof railings,
tow hitch (removable)",2.4,touring,,https://eng.auto24.ee/vehicles/3824174,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=3&bw=938&f1=2007&f2=2011&i[]=2&h[]=1&m[0]=5&d1=5&d2=5,1
suv,BMW,X3 xDrive 35i,2011,2010 - 2013,225,"2,979",221267,petrol,automatic,5,Leather,5,"Anhängerkupplung (Kugelkopf schwenkbar),
Bi-Xenon-Scheinwerfer,
Sitzheizung vorn,
Park-Distance-Control (PDC) vorn und hinten,
Vorrüstung Mobiltelefon/Handy mit Bluetooth-Schnittstelle,
Sportsitze vorn,
Audio-Navigationssystem Professional,
Airbag Fahrer-/Beifahrerseite,
Kopf-Airbag-System hinten,
Kopf-Airbag-System vorn,
Seitenairbag vorn,
Airbag Beifahrerseite abschaltbar,
Klimaautomatik 2-Zonen mit autom. Umluft-Control,
Antriebsart: Allradantrieb permanent,
Antriebsart: xDrive (Allrad),
Anti-Blockier-System (ABS),
AUX-IN-Anschluss (AUX-IN),
Audiosystem BMW Professional (Radio / DVD-Laufwerk MP3-fähig),
Bordcomputer,
Fensterheber elektrisch vorn + hinten,
Dynamische Stabilitäts-Control (DSC),
Wegfahrsperre",8700,0,0,8700,,22:35:52,18:31,12/10/2023,17:07 14/10/2023,https://www.auto1.com/en/app/merchant/car/BY68544,14500,5800,"ABS brakes,
anti-theft alarm system,
braking force regulator,
central locking (with remote control),
electric handbrake,
immobilizer,
power steering,
rain sensor,
stability control,
traction control,
climate control,
Coming-/Leaving-Home system,
cruise control,
electrical tailgate opening system (remote),
keyless start,
parking aid (front, rear),
power windows,
adjustable seat height,
cargo mat,
cup holders (in the front, in the back),
front armrest (with compartment),
interior mats,
leather interior,
pockets on backside of the front seats,
rear armrest (with compartment),
seat heating,
car phone,
car stereo (CD, MP3, with USB interface, with memory card interface),
CD changer,
hands free,
navigation system (with map),
onboard computer,
speakers,
stereo amplifier,
subwoofer,
comes with the car (winter tires),
light alloy wheels,
summer tires,
winter tires (spike tires),
fog lights,
headlight washers,
lighting pack,
Xenon headlight (low beam, high beam),
luggage cover,
outside temperature display,
rear window cleaner,
rear window heating,
saloon and luggage department isolation net,
start-stop system",3.0,touring,,https://eng.auto24.ee/vehicles/3819349,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=4&bw=809&f1=2010&f2=2013&i[]=2&h[]=1&m[0]=5&d1=5&d2=5&e[0]=59,1
suv,Volkswagen,Tiguan 2.0 TDI,2010,2008 - 2011,103,"1,968",350987,diesel,manual,5,Leather,5,"Zusatzheizung (Standheizung),
Sitzheizung vorn,
Panorama-Schiebedach elektrisch,
Park-Distance-Control (hinten),
Servolenkung elektronisch gesteuert (Servotronic),
Sportsitze vorn, Fahrerseite elektrisch verstellbar,
Airbag Beifahrerseite abschaltbar,
Airbag Fahrer-/Beifahrerseite,
Kopf-Airbag-System (Sideguard),
Seitenairbag vorn,
Audio-Navigationssystem RNS 510 (8 Lautsprecher),
Klimaanlage Climatronic 2-Zonen,
Wegfahrsperre (elektronisch),
Fensterheber elektrisch vorn + hinten,
Elektron. Stabilitäts-Programm (ESP),
Antriebsart: Allradantrieb permanent,
Anti-Blockier-System (ABS),
Radio CD",5161,0,5645,5645,,23:16:39,18:31,12/10/2023,17:48 13/10/2023,https://www.auto1.com/en/app/merchant/car/TL89111,0,-5645,,,,,,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=8&bw=1154&f1=2008&f2=2011&i[]=1&h[]=2&m[0]=5&d1=5&d2=5&e[0]=59,1
combi,Skoda,Octavia 1.6 TDI,2018,2018 - None,85,"1,598",245085,diesel,duplex,5,Cloth,5,"Dispositif d'attelage avec Contrôle de stabilité,
Remote control,
Siège chauffant AV,
fonction mains libres Téléphone avec Bluetooth,
Direction assistée,
Direction assistée électronique (Servotronic),
Airbag conducteur et passager,
Airbag coté passager désactivable,
Airbag genou conducteur,
Airbag lat AV,
Système d'airbag crânien,
filtre à particules (FAP),
Climatisation,
Système d'antiblocage de frein (ABS),
Lève-vitre électrique AV,
Lève-vitre électrique AR,
Contrôle dynamique de stabilité (ESP),
Connexion audio Line-In (USB) dans Console centrale,
Système audio Swing (Compatible MP3 Interface carte SD),
Système audio Swing (Radio/lecteur CD Compatible MP3),
blocage de différentiel électron. (EDS),
Blocage électronique transversal de différentiel (XDS),
Antidémarrage",4850,0,0,4850,45153.5,23:22:46,18:31,12/10/2023,17:54 13/10/2023,https://www.auto1.com/en/app/merchant/car/EA91906,11790,6940,"4x airbag,
ABS brakes,
auto-hold brakes,
central locking (with remote control),
collision avoidance system,
immobilizer,
ISOFIX child seat preparation (on rear seat),
power steering (speed-proportional),
rain sensor,
seatbelt pre-tighteners on front seats,
side curtain airbags,
third brake light,
traction control,
2x mirrors in sunshields (enlighted),
4x power windows,
automatic anti-dazzle mirrors (inner),
Coming-/Leaving-Home system,
cruise control,
electrically adjustable mirrors (heated mirrors),
parking aid (rear),
parking camera,
tinted windows,
adjustable backrest shape (driver's seat),
adjustable seat height (driver's seat, front passenger seat),
Comfort seats,
cup holders (in the front, in the back),
down folding back rest,
front armrest (with compartment),
half-leather padding,
leather-coated hand brake handle,
leather shift lever,
leather steering wheel,
multifunctional steering wheel,
pockets on backside of the front seats,
rear armrest,
seats with massage function (on driver's seat),
steering wheel adjustment (height and depth),
car stereo (CD, original),
hands free,
onboard computer,
screen (in front),
light alloy wheels,
summer tires,
adaptive lights,
fog lights (front, rear, cornering light function),
headlight range adjustment,
LED (daytime running lights),
special light switch-dim-dip-light,
Xenon headlight (low beam),
3x 12v power outlet,
ASSYST,
cargo attachment hooks,
cooling glove box,
luggage cover,
outside temperature display,
rear window cleaner,
rear window heating,
roof railings,
start-stop system,
tire repair kit,
tow hitch (electrical)",1.6,touring,,https://eng.auto24.ee/vehicles/3901249,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=40&bw=177&f1=2018&f2=None&i[]=2&h[]=2&m[0]=5&d1=5&d2=5,1
combi,Volkswagen,Passat 2.0 TDI,2023,2023 - None,110,"1,968",14,diesel,duplex,5,Cloth,5,"Front and Rear,
servosterzo comando elettronico (Servotronic),
airbag lato guida / lato passeggero, airbag passeggero disinseribile,
sistema airbag testa ant. e post. incl. airbag lat. ant.,
filtro antiparticolato,
Automatic,
Sistema assistenza guida: Regolazione distanza automatica (ACC incl. Funzione-Stop&Go),
sistema antibloccaggio (ABS),
alzacristalli elettr. ant. e post.,
blocco differenziale elettronico (EDS),
Electronic Stability Program (ESP),
Electronic Stability Program (ESP) con servofreno elettromeccanico,
immobilizzatore (elettronico),
Radio CD",32002,0,0,32002,,23:13:9,18:31,12/10/2023,17:44 13/10/2023,https://www.auto1.com/en/app/merchant/car/PR46267,0,-32002,,,,,,https://eng.auto24.ee/kasutatud/nimekiri.php?bn=2&a=100&aj=&ae=2&af=50&ssid=101422378&b=8&bw=4&f1=2023&f2=None&i[]=2&h[]=2&m[0]=5&d1=5&d2=5,1
